reference_id,date,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode
"145","5/30/1994","4:30","4",,"Boarded","Indonesia","Indonesia","850","3.7836667","98.7007","2","1",".",".","Belawan Roads, Indonesia","Ocean GR","Malta","338","Unspecified",,"-99","1","2"
"144","5/30/1994","0:20","4",,"Boarded","Indonesia","Indonesia","850","0.0833333","117.5667","1","1",".",".","Indonesia","Pacific Gas","St. Vincent & Grenadines","57","Unspecified",,"-99","1","2"
"146","6/4/1994","14:45","2",,,"Philippines","Philippines","840","6.1333333","122.1667","1","1",".",".","Philippines","Wold Quince","Panama","95","Unspecified",,"-99",,"-99"
"147","6/7/1994","4:30","4",,,"Malaysia","Malaysia","820","1.6666667","104.6","1","1",".",".","Malaysia","vviva","Norway","385","Unspecified",,"-99","-99","-99"
"148","6/9/1994","2:30","4",,"Boarded","Brazil","Brazil","140","-24.637","-48.4877","2","1",".",".","Alemoa Terminal, Santos, Brazil","San Giovanni","Italy","325","Unspecified",,"-99","1","2"
"149","6/13/1994","4:48","4",,"Boarded","Malaysia","Malaysia","820","5.815","118.0555","2","1",".",".","No.2 Jetty, Sandakan, Malaysia","Asian Venture","Singapore","830","Unspecified",,"-99","1","2"
"150","6/15/1994","19:00","3",,"Boarded","Indonesia","Indonesia","850","-0.5401667","117.1383","2","1",".",".","Samarinda Anchorage, Indonesia","Toyo","Japan","740","Unspecified",,"-99","1","2"
"151","6/19/1994","3:00","4",,"Boarded","Indonesia","Indonesia","850","-7.2038333","112.7235","2","1",".",".","Wharf 108, Surabaya, Indonesia","Bass Reefer","Bahamas","31","Unspecified",,"-99","1","2"
"152","7/1/1994","4:00","4",,"Boarded","Indonesia","Indonesia","850","0.0333333","117.6167","1","1",".",".","Indonesia (Documented coordinates 2:00.0N/117:37.0E locates in a forested area. Recoded due N to 2:00.54N in the waterway nearby)","Bonny","Bahamas","31","Unspecified",,"-99","1","2"
"153","7/16/1994","2:00","4",,,"China","China","710","22.555","114.1945","2","1",".",".","South Lamma DG, Hong Kong","Ervilia","Isle of Man","200","Unspecified",,"-99",,"-99"
"154","7/17/1994","20:50","3",,,"Taiwan","Taiwan","713","21.25","119.05","1","1",".",".","South China Sea","Rheingas","Singapore","830","Unspecified",,"-99",,"-99"
"155","7/18/1994","Unspecified","-99",,"Boarded","Brazil","Brazil","140","-22.8765","-43.1913","2","1",".",".","Inner Roads, Rio de Janeiro, Brazil","Mister Michael","Greece","350","Unspecified",,"-99","1","2"
"156","7/19/1994","0:09","4",,,"Taiwan","Taiwan","713","20.1333333","115.8667","1","1",".",".","HLH Area","New Hailee","Panama","95","Unspecified",,"-99",,"-99"
"157","7/26/1994","7:40","1",,,"China","China","710","29.63","123.1867","1","1",".",".","East China Sea","Kropotkin","Russia","365","Unspecified",,"-99",,"-99"
"158","7/26/1994","3:45","4",,"Boarded","Malaysia","Malaysia","820","5.8","118.0833","2","1",".",".","Sandakan Anchorage, Malaysia","Gloria Ace","Singapore","830","Unspecified",,"-99","1","2"
"159","8/2/1994","4:30","4",,"Boarded","Philippines","Philippines","840","15.0133333","121.5933","2","1",".",".","Outer Road, Manila, Philippines","Gorno Altaysk","Russia","365","Unspecified",,"-99","1","2"
"160","8/14/1994","4:45","4",,"Boarded","Brazil","Brazil","140","-20.3206667","-40.335","2","1",".",".","Victoria Roads, Brazil","Alexandergracht","Netherlands","210","Unspecified",,"-99","1","2"
"161","8/16/1994","3:50","4",,"Boarded","Brazil","Brazil","140","-24.0703333","-46.3093","3","1",".",".","Santos Roads, 2nm S of Pt. Ross, Brazil (Measured 5km S of port)","Maersk La Plata","Germany","260","Unspecified",,"-99","1","2"
"162","8/19/1994","Unspecified","-99",,"Boarded","Philippines","Philippines","840","14.5211667","120.9428","2","1",".",".","Manila Bay, Philippines","Fukumaru","Japan","740","Unspecified",,"-99","1","2"
"163","8/21/1994","13:10","2",,"Boarded","Bangladesh","Bangladesh","771","22.223","91.806",,"1",".",".","Karnaphuli River, Bangladesh","MV Young II","Korea","732","Unspecified",,"-99","1","2"
"164","8/24/1994","0:30","4",,"Boarded","Indonesia","Indonesia","850","-6.0166667","105.9333","1","1",".",".","Indonesia","Caroline Oldendorff","Liberia","450","Unspecified",,"-99","1","2"
"165","8/26/1994","2:30","4",,"Boarded","Indonesia","Indonesia","850","-6.0081667","105.9535","2","1",".",".","Cigading Port, Indonesia","Torben Spirit","Bahamas","31","Unspecified",,"-99","1","2"
"167","8/31/1994","22:45","3",,"Boarded","Malaysia","Malaysia","820","1.5505","104.679","2","1",".",".","Horsburg Lighthouse, Singapore Straits","Essberger Pioneer","Bahamas","31","Unspecified",,"-99","1","2"
"166","8/31/1994","14:10","2",,"Boarded","Malaysia","Malaysia","820","1.5505","104.679","2","1",".",".","Horsburg Lighthouse, Singapore Straits","C. Tahsin","Turkey","640","Unspecified",,"-99","1","2"
"168","9/9/1994","3:30","4",,,"Paracel Islands","Paracel Islands","710","18.3666667","113.4667","1","1",".",".","HLH Area","Lyki","Panama","95","Unspecified",,"-99",,"-99"
"169","9/12/1994","1:20","4",,"Boarded","Vietnam","Vietnam","816","20.64","106.8833","2","1",".",".","Haiphong Roads, Vietnam","Mekong Spring","Malta","338","Unspecified",,"-99","1","2"
"170","9/17/1994","3:50","4",,"Boarded","China","China","710","22.3193333","114.1558","2","1",".",".","SW Lamma Anchorage, Hong Kong","Maritime Omi","Denmark","390","Unspecified",,"-99","1","2"
"171","9/27/1994","4:30","4",,,"Philippines","Philippines","840","19.1333333","119.0833","1","1",".",".","HLH Area","Chitra","Panama","95","Unspecified",,"-99",,"-99"
"172","10/3/1994","2:50","4",,,"Spratly Islands","Spratly Islands","816","11.6166667","113.45","1","1",".",".","South China Sea","NA","Hong Kong","710","Unspecified",,"-99",,"-99"
"173","10/10/1994","23:45","3",,"Boarded","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan Roads, Ivory Coast","Nordic Bulker","Panama","95","Unspecified",,"-99","1","2"
"174","10/16/1994","7:00","1",,,"Papua New Guinea","Papua New Guinea","910","-6.2583333","155.9033","1","1",".",".","Bougainville Province, Papau New Guinea","Club Med II","France","220","Unspecified",,"-99",,"-99"
"175","10/20/1994","20:30","3",,"Boarded","Ecuador","Ecuador","130","-2.52","-80.0867",,"1",".",".","Guayaquil Port, Ecuador","Sea Wind","Greece","350","Unspecified",,"-99","1","2"
"176","10/21/1994","20:00","3",,"Boarded","Indonesia","Indonesia","850","-7.2038333","112.7235","2","1",".",".","Container Pier, Surabaya, Indonesia","Estebrugge","Netherlands Antilles","210","Unspecified",,"-99","1","2"
"178","10/25/1994","0:00","2",,"Boarded","China","China","710","22.16","114.1217","1","1",".",".","Hong Kong Anchorage","United Ambition","Liberia","450","Unspecified",,"-99","1","2"
"177","10/25/1994","Unspecified","-99",,"Boarded","Indonesia","Indonesia","850","-7.2038333","112.7235","2","1",".",".","Inner Anchorage, Surabaya, Indonesia","Reestborg","Netherlands","210","Unspecified",,"-99","1","2"
"179","10/27/1994","0:10","4",,"Boarded","Indonesia","Indonesia","850","-3","107.3","1","1",".",".","Indonesia","Windward","Greece","350","Unspecified",,"-99","1","2"
"180","11/3/1994","2:40","4",,"Boarded","Indonesia","Indonesia","850","-6.0338333","106.8867",,"1",".",".","Jakarta Roads, Indonesia","Melgar","Singapore","830","Unspecified",,"-99","1","2"
"181","11/4/1994","13:00","2",,"Boarded","Ecuador","Ecuador","130","-2.52","-80.0867",,"1",".",".","Guayaquil Port, Ecuador","Sea Wave","Cyprus","352","Unspecified",,"-99","1","2"
"182","11/14/1994","23:00","3",,"Boarded","Indonesia","Indonesia","850","-3.025","107.2917","1","1",".",".","Indonesia","Dove Arrow","Bahamas","31","Unspecified",,"-99","1","2"
"183","11/15/1994","Unspecified","-99",,"Boarded","Indonesia","Indonesia","850","1.4","104.5833","1","1",".",".","Indonesia","Yaya","Cyprus","352","Unspecified",,"-99","1","2"
"184","11/21/1994","11:20","1",,,"Indonesia","Indonesia","850","-5.9731667","106.8833","3","1",".",".","3.7nm from Breakwater, Jakarta, Indonesia","Fortunate Star","Malta","338","Unspecified",,"-99",,"-99"
"185","11/22/1994","23:30","3",,"Boarded","Indonesia","Indonesia","850","-2.8666667","107.3","1","1",".",".","Indonesia","Essverger Pioneer","Singapore","830","Unspecified",,"-99","1","2"
"186","11/23/1994","1:00","4",,"Boarded","Indonesia","Indonesia","850","-2.9333333","107.2833","1","1",".",".","Indonesia","Continental Spirit","Liberia","450","Unspecified",,"-99","1","2"
"187","11/26/1994","13:57","2",,,"Philippines","Philippines","840","16.5533333","119.7267","1","1",".",".","HLH Area","Audacious","Bahamas","31","Unspecified",,"-99",,"-99"
"188","11/26/1994","13:25","2",,"Boarded","Ecuador","Ecuador","130","-2.3567","-79.9983",,"1",".",".","Gye Inner Roads, Ecuador (GYE is for Guayaquil)","Caria","Liberia","450","Unspecified",,"-99","1","2"
"190","11/27/1994","4:30","4",,,"South Korea","South Korea","732","33.7","125.2833","1","1",".",".","Yellow Sea","Sea Bird","Denmark","390","Unspecified",,"-99",,"-99"
"189","11/27/1994","5:15","4",,"Boarded","Brazil","Brazil","140","-24.0133333","-46.3517","1","1",".",".","Santos Roads, Brazil","Ocean Competence","Singapore","830","Unspecified",,"-99","1","2"
"191","12/6/1994","20:45","3",,"Boarded","Indonesia","Indonesia","850","-2.8666667","107.2667","1","1",".",".","Indonesia","Eagle Tide","Panama","95","Unspecified",,"-99","1","2"
"192","12/9/1994","0:00","3",,"Boarded","Malaysia","Malaysia","820","5.8233333","118.115","1","1",".",".","Malaysia","Nanyo","Panama","95","Unspecified",,"-99","1","2"
"193","12/28/1994","Afternoon Hours","2",,"Boarded","Indonesia","Indonesia","850","-6.0338333","106.8867","2","1",".",".","Jakarta Anchorage, Indonesia","Anro Australia","Australia","900","Unspecified",,"-99","1","2"
"194","1/5/1995",,"-99",,"Boarding","Indonesia","Indonesia","850","-7.1766667","112.6867","1","1",".",".","Inner Anchorage Surabaya Port, Indonesia","Bunga Kerayong",,,"Unspecified",,"-99","1","2"
"195","1/7/1995",,"-99",,"Boarding","China","China","710","37.4386667","122.185","2","1",".",".","Subic freeport, Manila, Philippines","Kafu Maru",,,"Unspecified",,"-99","1","2"
"196","1/8/1995","5:30","4",,"Boarding","Indonesia","Indonesia","850","3.7766667","98.6767","2","1",".",".","Belawan Port, Indonesia","Troianu",,,"Anchored",,"2","1","2"
"197","1/10/1995",,"-99",,"Boarding","Russia","Russia","365","43.11666667","131.8833","4","1",".",".","Near Vladivostok, GOS","Alaksey Chuyer",,,"Unspecified","1","-99","1","2"
"198","1/18/1995",,"-99",,"Boarding","Indonesia","Indonesia","850","3.98","98.7983","1","1",".",".","Belawan Anchorage, Indonesia","Captain George II",,,"Anchored",,"2","1","2"
"199","1/21/1995",,"-99",,,"Philippines","Philippines","840","18.425","120.0867","1","1",".",".","HLH Area (Hong Kong - Luzon - Hainan)","Ocean Glory",,,"Steaming",,"1",,"-99"
"200","1/23/1995","0:15","4",,"Boarding","Malaysia","Malaysia","820","5.8133333","118.105","1","1",".",".","Sandankan Anchorage Sabah, Malaysia","Norbulk Pine",,,"Anchored",,"2","1","2"
"201","1/23/1995","3:30","4",,,"Philippines","Philippines","840","16.6","120.8167","1","1",".",".","HLH Area (Hong Kong - Luzon - Hainan)","Golden Alpha",,,"Steaming",,"1",,"-99"
"202","1/26/1995","17:00","2",,"Boarding","Tanzania","Tanzania","510","-6.775","39.3533","2","1",".",".","Dar Es Salam Anchorage, Africa","Pegasus",,,"Anchored",,"2","1","2"
"203","1/28/1995",,"-99",,"Hijacked","Iran","Iran","630","26.8085","52.0142","4","1",".",".","Persian Gulf","Shaiboub",,,"Unspecified","1","-99","1","1"
"204","1/31/1995","22:00","3",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Jakarta Anchorage, 3.5 M OFF Indonesia","Darya Chand",,,"Anchored",,"2","1","2"
"205","2/3/1995",,"-99",,"Boarding","Indonesia","Indonesia","850","3.7766667","98.6767","4","1",".",".","Belawan Roads, Belawan Indonesia","Kapetan Elias",,,"Unspecified",,"-99","1","2"
"206","2/4/1995","2:30","4",,"Boarding","Indonesia","Indonesia","850","-1.2766667","116.7967","1","1",".",".","Balik Papan Anchorage, Kalimantan, Indonesia","Bunga Kerayong",,,"Anchored",,"2","1","2"
"207","2/11/1995",,"-99",,"Boarding","Brazil","Brazil","140","-22.8933333","-43.1667","2","1",".",".","Rio de Janeiro, Brazil","Regina",,,"Anchored",,"2","1","2"
"208","2/15/1995","21:15","3",,"Boarding","Vietnam","Vietnam","816","7.3","108.5833","1","1",".",".","South China Sea","Lucky Trader No. 1",,,"Steaming","1","1","1","2"
"209","2/19/1995",,"-99",,"Boarding","Panama","Panama","95","8.29","-80.3448","3","1",".",".","Off Panama Coast, Panama",,,,"Unspecified","1","-99","1","2"
"210","2/21/1995","0:00","4",,"Boarding","Indonesia","Indonesia","850","-6.0083333","105.9467","1","1",".",".","Anyer Inner Anchorage, Indonesia","LPG Norgas Traveller",,,"Anchored",,"2","1","2"
"211","2/23/1995",,"-99",,,"China","China","710","23.2","117.4167","1","1",".",".","Taiwan","Hanjin Kunsan",,,"Steaming",,"1",,"-99"
"212","2/26/1995",,"-99",,"Boarding","Panama","Panama","95","9.35","-79.9167","2","1",".",".","Cristobal","Shansi",,,"Berthed","1","3","1","2"
"213","2/28/1995",,"-99",,,"Somalia","Somalia","520","11.5833333","43.6167","1","1",".",".","Djibouti, E. Africa","Nourberg Mofarrij",,,"Steaming","1","1",,"-99"
"214","3/4/1995","1:30","4",,,"Philippines","Philippines","840","19.675","119.03","1","1",".",".","Hong Kong - Luzon - Hainan Area","ACX Iris",,,"Steaming",,"1",,"-99"
"216","3/7/1995",,"-99",,"Boarding","Brazil","Brazil","140","-22.8933333","-43.1667","2","1",".",".","No. 3 Berth, Rio de Janiero, Brazil","San Miguel",,,"Anchored","1","2","1","2"
"217","3/7/1995","15:15","2",,"Hijacked","China","China","710","22.2666667","114.2","3","1",".",".","7 miles east of TCS1 Buoy, Hong Kong","Xiamen Bridge",,,"Steaming","1","1","1","1"
"218","3/7/1995","2:15","4",,"Boarding","Indonesia","Indonesia","850","-6.0666667","106.15","1","1",".",".","Jakarta Port, Indonesia","Bunga Melor Satu",,,"Anchored",,"2","1","2"
"215","3/7/1995",,"-99",,"Boarding","Brazil","Brazil","140","-22.9","-43.2","4","1",".",".","Alongside Rio de Janeiro, Brazil","Marwan",,,"Unspecified","1","-99","1","2"
"219","3/8/1995","5:30","4",,"Boarding","Taiwan","Taiwan","713","21.7166667","117.85","1","1",".",".","Hong Kong - Luzon - Hainan Area","Ling Xian",,,"Steaming",,"1","1","2"
"220","3/15/1995",,"-99",,"Boarding","Algeria","Algeria","615","37.195","3.4539","4","1",".",".","Algeria Waters","Biban",,,"Unspecified",,"-99","1","2"
"221","3/15/1995",,"-99",,"Boarding","Turkey","Turkey","640","41.0166667","29.9667","2","1",".",".","Istanbul Port, Turkey","Ayvazovskly",,,"Anchored","1","2","1","2"
"222","3/15/1995","3:00","4",,"Hijacked","China","China","710","21.8865","113.8571","4","1",".",".","Wanshan Quandeo, Pearl river estuary, China","Wing Lee No. 3",,,"Steaming","1","1","1","1"
"223","3/23/1995","21:30","3",,"Boarding","Indonesia","Indonesia","850","-1","117.2833","1","1",".",".","Samarinda Anchorage, Kalimantan, Indonesia","Navigatore - D",,,"Anchored",,"2","1","2"
"224","3/25/1995","5:20","4",,"Boarding","Indonesia","Indonesia","850","-7.1833333","112.7","1","1",".",".","Surabaya Roads, Inner Anchorage, Indonesia","Reestborg",,,"Unspecified",,"-99","1","2"
"226","2/28/1995",,"-99",,"Hijacked","Iran","Iran","630","26.8085","52.0142","4","1",".",".","Persian Gulf",,,,"Unspecified","1","-99","1","1"
"225","2/28/1995",,"-99",,"Hijacked","Iran","Iran","630","26.8085","52.0142","4","1",".",".","Persian Gulf","Capriolo",,,"Unspecified","1","-99","1","1"
"227","4/1/1995",,"-99",,"Boarding","Indonesia","Indonesia","850","-7.1456667","112.0667","1","1",".",".","Surabaya, Indonesia","Calatang",,,"Anchored",,"2","1","2"
"228","4/2/1995","5:10","4",,,"Indonesia","Indonesia","850","-2.7","107.35","1","1",".",".","Gelasa Straits, Indonesia","Konkar Pioneer",,,"Steaming",,"1",,"-99"
"229","4/3/1995","9:12","1",,"Boarding","Somalia","Somalia","520","12.145","50.81","1","1",".",".","Somalia","Full City",,,"Steaming","1","1","1","2"
"231","4/5/1995","6:30","1",,,"Paracel Islands","Paracel Islands","710","16.2183333","113.445","1","1",".",".","Hong Kong - Luzon - Hainan Area","Amer Prabha",,,"Steaming",,"1",,"-99"
"230","4/5/1995",,"-99",,,"Somalia","Somalia","520","4.9115","48.4136","4","1",".",".","Somalia Coast, Africa","Longo Barda",,,"Steaming","1","1",,"-99"
"232","4/9/1995",,"-99",,"Boarding","Iran","Iran","630","26.8085","52.0142","4","1",".",".","Persian Gulf","Sea Wolf 102",,,"Unspecified",,"-99","1","2"
"233","4/9/1995","15:55","2",,,"Philippines","Philippines","840","18.7616667","120.82","1","1",".",".","Hong Kong - Luzon - Hainan Area, Philippines","Nikolay Kuznetsov",,,"Steaming",,"1",,"-99"
"234","4/11/1995","21:00","3",,,"Philippines","Philippines","840","19.715","121.625","1","1",".",".","Hong Kong - Luzon - Hainan, N. Philippines","LNG Rheingas",,,"Steaming",,"1",,"-99"
"235","4/11/1995","21:00","3",,,"Philippines","Philippines","840","19.7166667","121.625","1","1",".",".","Balintan channel, HLH Philippines",,,,"Steaming",,"1",,"-99"
"236","4/12/1995","15:55","2",,"Boarding","Indonesia","Indonesia","850","-1.0416667","117.25","1","1",".",".","Muara Jawa anchorage, Samarinda, Indonesia","Arctic Trader",,,"Anchored",,"2","1","2"
"238","4/18/1995","8:23","1",,"Hijacked","Spratly Islands","Spratly Islands","816","11.0466667","114.2617","1","1",".",".","4.9 miles off Hong Kong waters","Vietxo 8",,,"Steaming","1","1","1","1"
"237","4/18/1995",,"-99",,"Boarding","Indonesia","Indonesia","850","-2.9765","104.75","4","1",".",".","River Passage, Palembang, Indonesia","Hafetzah",,,"Steaming","1","1","1","2"
"239","4/18/1995","4:35","4",,,"Vietnam","Vietnam","816","7.9166667","106.6","1","1",".",".","South China Sea","Kuanyin",,,"Steaming",,"1",,"-99"
"240","4/22/1995","9:12","1",,"Hijacked","Somalia","Somalia","520","12.15","50.8","1","1",".",".","Somalia","Radnor",,,"Steaming","1","1","1","1"
"241","4/26/1995",,"-99",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Berth 115, Tanjung Priok, Indonesia","Bass Reefer",,,"Berthed",,"3","1","2"
"243","4/28/1995","17:00","2",,,"Somalia","Somalia","520","12.1333333","50.7167","1","1",".",".","Somalia","Ming Bright",,,"Steaming","1","1",,"-99"
"242","4/28/1995",,"-99",,"Boarding","Brazil","Brazil","140","-23.9761667","-46.2872","2","1",".",".","Santos, Brazil","Nordcloud",,,"Berthed",,"3","1","2"
"244","4/29/1995","7:00","1",,,"Philippines","Philippines","840","5.8833333","124.6","1","1",".",".","6 miles off Mindanao Coast, Philippines","Johanna",,,"Steaming","1","1",,"-99"
